CCA1,CCA2,vgntxt,ccatype,Phylum,Class,Order,Family,Genus,names,plot
-2.823197843,-2.992181687,762393,species,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,762393,
-0.236017984,1.032422137,898468,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,898468,
-1.057905424,-0.258371861,408093,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,408093,
-3.727739154,-0.752233331,274091,species,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,274091,
1.160365805,0.227282569,572750,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Trabulsiella,572750,
-1.163173432,0.786380556,948001,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rathayibacter,948001,
1.616930057,-4.170523185,279358,species,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,279358,
-0.930473444,-0.121739666,173654,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,173654,
-0.125460932,0.894786839,220539,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,220539,
-2.032082076,-1.076787159,4308750,species,Thermi,Deinococci,Deinococcales,Trueperaceae,B-42,4308750,
-0.516554285,1.190645285,800841,species,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,800841,
1.205591211,2.59246527,970318,species,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,970318,1
1.343056308,1.695253086,4383052,species,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,4383052,
1.792895553,-0.422996324,942246,species,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,942246,
0.651178211,0.530620589,140230,species,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,140230,
-0.311267362,1.324382802,240252,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,240252,
-0.616582093,0.511170608,137594,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,137594,
-2.999231275,-2.764846942,169755,species,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,169755,
0.195912932,0.898865574,732609,species,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Xylanimicrobium,732609,
-1.512905486,-0.802389401,246619,species,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,246619,
2.190219946,0.893670737,237976,species,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,237976,
0.192729287,1.203315213,114292,species,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,114292,
1.289126618,1.022404658,1083508,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,1083508,
-2.12426348,-0.631101174,991740,species,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,991740,
-1.959229446,-0.119074655,611657,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,611657,
-1.17041644,-1.259680209,112997,species,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,112997,1
1.056371839,-1.873810485,1031235,species,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Nostocoida,1031235,
-2.875511618,-0.693637057,704110,species,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,704110,
-0.096771684,1.240132705,544008,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,544008,
-1.775380633,0.381188194,587616,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryocola,587616,
-0.06608961,0.713780397,922761,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,922761,
-0.348364384,-2.481978193,540269,species,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,540269,
-3.257191484,-2.431709553,225453,species,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio,225453,
3.519368428,-8.758399237,132101,species,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,132101,
0.155087165,0.277209625,193867,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,193867,
-1.687615937,-0.430422949,546846,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,546846,
3.145003138,-2.400490069,New.ReferenceOTU324,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,New.ReferenceOTU324,
-1.037728678,1.133056304,New.ReferenceOTU328,species,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,New.ReferenceOTU328,
2.316435008,-2.904651297,New.ReferenceOTU420,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,New.ReferenceOTU420,
0.422751359,0.146629504,New.ReferenceOTU234,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,New.ReferenceOTU234,
0.790873344,0.289343269,New.ReferenceOTU391,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,New.ReferenceOTU391,
0.446994312,0.624697782,New.ReferenceOTU270,species,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,New.ReferenceOTU270,
0.597887282,2.088678763,New.ReferenceOTU275,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,New.ReferenceOTU275,
0.231745961,0.188588392,New.ReferenceOTU12,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,New.ReferenceOTU12,
-1.426076627,-0.305011448,New.ReferenceOTU226,species,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,New.ReferenceOTU226,
0.499555214,0.275372525,New.ReferenceOTU189,species,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,New.ReferenceOTU189,
0.308269078,-0.676138044,New.CleanUp.ReferenceOTU166,species,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,New.CleanUp.ReferenceOTU166,
1.102016261,2.567218599,New.CleanUp.ReferenceOTU1255,species,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,New.CleanUp.ReferenceOTU1255,
-0.963233544,0.00240153,New.CleanUp.ReferenceOTU9151,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Ellin506,New.CleanUp.ReferenceOTU9151,
-2.431058649,2.29407239,New.CleanUp.ReferenceOTU12127,species,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,New.CleanUp.ReferenceOTU12127,
-1.853064295,0.278881268,New.CleanUp.ReferenceOTU22873,species,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,New.CleanUp.ReferenceOTU22873,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU27833,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteibacter,New.CleanUp.ReferenceOTU27833,
-1.3258146,-1.539766716,New.CleanUp.ReferenceOTU29267,species,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,New.CleanUp.ReferenceOTU29267,
1.643669623,2.527218034,New.CleanUp.ReferenceOTU34321,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,New.CleanUp.ReferenceOTU34321,
2.190219946,0.893670737,New.CleanUp.ReferenceOTU46122,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,New.CleanUp.ReferenceOTU46122,
-1.363893347,0.067680318,New.CleanUp.ReferenceOTU49114,species,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,New.CleanUp.ReferenceOTU49114,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU53459,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,New.CleanUp.ReferenceOTU53459,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU54050,species,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,New.CleanUp.ReferenceOTU54050,
2.788007003,4.390396067,New.CleanUp.ReferenceOTU58512,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,New.CleanUp.ReferenceOTU58512,
-0.851513506,-0.835856539,New.CleanUp.ReferenceOTU61078,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,New.CleanUp.ReferenceOTU61078,
-1.220755848,-0.133933207,New.CleanUp.ReferenceOTU64025,species,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,New.CleanUp.ReferenceOTU64025,
0.992137479,2.472172444,New.CleanUp.ReferenceOTU64218,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,New.CleanUp.ReferenceOTU64218,
-0.838725986,1.099064364,New.CleanUp.ReferenceOTU65630,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,New.CleanUp.ReferenceOTU65630,1
-0.27897351,0.583821187,New.CleanUp.ReferenceOTU69313,species,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,New.CleanUp.ReferenceOTU69313,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU72975,species,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,New.CleanUp.ReferenceOTU72975,
-1.876946176,1.578475268,New.CleanUp.ReferenceOTU74609,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Blastochloris,New.CleanUp.ReferenceOTU74609,
-1.876946176,1.578475268,New.CleanUp.ReferenceOTU74778,species,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,New.CleanUp.ReferenceOTU74778,
-0.391883476,1.204439207,New.CleanUp.ReferenceOTU76155,species,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,New.CleanUp.ReferenceOTU76155,
-2.757617088,-1.743581754,New.CleanUp.ReferenceOTU80987,species,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,New.CleanUp.ReferenceOTU80987,
-1.038119965,-0.928635663,New.CleanUp.ReferenceOTU82015,species,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,New.CleanUp.ReferenceOTU82015,
-2.823197843,-2.992181687,New.CleanUp.ReferenceOTU85283,species,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,New.CleanUp.ReferenceOTU85283,
0.51527555,1.349390684,New.CleanUp.ReferenceOTU89576,species,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,New.CleanUp.ReferenceOTU89576,
0.301388763,0.660251165,New.CleanUp.ReferenceOTU89591,species,Actinobacteria,Actinobacteria,Actinomycetales,Bogoriellaceae,Georgenia,New.CleanUp.ReferenceOTU89591,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU92579,species,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus_Rhabdochlamydia,New.CleanUp.ReferenceOTU92579,
-3.042328141,-1.988463875,New.CleanUp.ReferenceOTU94540,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,New.CleanUp.ReferenceOTU94540,
-0.208015072,1.150591835,New.CleanUp.ReferenceOTU95423,species,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,New.CleanUp.ReferenceOTU95423,
-1.82279668,1.913532755,New.CleanUp.ReferenceOTU96142,species,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,New.CleanUp.ReferenceOTU96142,
0.077093626,4.357113779,New.CleanUp.ReferenceOTU96610,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,New.CleanUp.ReferenceOTU96610,
-0.617507498,-4.095480359,New.CleanUp.ReferenceOTU99007,species,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,New.CleanUp.ReferenceOTU99007,
-2.866762473,-2.935921044,New.CleanUp.ReferenceOTU100524,species,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,New.CleanUp.ReferenceOTU100524,
-0.50380184,0.001788174,New.CleanUp.ReferenceOTU103127,species,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus_Solibacter,New.CleanUp.ReferenceOTU103127,
0.624641438,-3.381661146,New.CleanUp.ReferenceOTU109192,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,New.CleanUp.ReferenceOTU109192,
-1.457834854,-3.144660001,New.CleanUp.ReferenceOTU109258,species,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,New.CleanUp.ReferenceOTU109258,
2.788007003,4.390396067,New.CleanUp.ReferenceOTU109311,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter,New.CleanUp.ReferenceOTU109311,
-0.193250145,-1.634438194,New.CleanUp.ReferenceOTU109820,species,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaera,New.CleanUp.ReferenceOTU109820,
-0.228548088,-0.16166663,New.CleanUp.ReferenceOTU110587,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,New.CleanUp.ReferenceOTU110587,
-0.848327989,0.334144938,New.CleanUp.ReferenceOTU112523,species,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,New.CleanUp.ReferenceOTU112523,
-0.712986042,1.604976231,New.CleanUp.ReferenceOTU112532,species,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,New.CleanUp.ReferenceOTU112532,
-1.876946176,1.578475268,New.CleanUp.ReferenceOTU113349,species,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,New.CleanUp.ReferenceOTU113349,
-1.083431876,1.783523182,New.CleanUp.ReferenceOTU122246,species,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira,New.CleanUp.ReferenceOTU122246,1
-1.589951176,-0.334932068,New.CleanUp.ReferenceOTU127376,species,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,New.CleanUp.ReferenceOTU127376,
-0.830639189,1.402304504,New.CleanUp.ReferenceOTU127650,species,Chloroflexi,Anaerolineae,Ardenscatenales,Ardenscatenaceae,Ardenscatena,New.CleanUp.ReferenceOTU127650,
-1.145118489,-0.116931774,New.CleanUp.ReferenceOTU130186,species,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,New.CleanUp.ReferenceOTU130186,
-1.038119965,-0.928635663,New.CleanUp.ReferenceOTU131082,species,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,New.CleanUp.ReferenceOTU131082,1
0.597887282,2.088678763,New.CleanUp.ReferenceOTU137637,species,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,New.CleanUp.ReferenceOTU137637,
-1.714977168,0.56996621,New.CleanUp.ReferenceOTU141312,species,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,heteroC45_4W,New.CleanUp.ReferenceOTU141312,
-3.377310316,-2.276584566,New.CleanUp.ReferenceOTU143683,species,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,New.CleanUp.ReferenceOTU143683,
0.597887282,2.088678763,New.CleanUp.ReferenceOTU152946,species,Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,KSA1,New.CleanUp.ReferenceOTU152946,
3.434087999,-1.375268914,New.CleanUp.ReferenceOTU154381,species,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,New.CleanUp.ReferenceOTU154381,
-3.712051624,-0.591888223,ST2,bp,NA,NA,NA,NA,NA,NA,
4.837091684,1.049020665,ST5,bp,NA,NA,NA,NA,NA,NA,
-3.796405868,-2.731515597,ST6,bp,NA,NA,NA,NA,NA,NA,
3.451191322,0.343158028,ST7,bp,NA,NA,NA,NA,NA,NA,
4.277201506,-4.537755515,ST10,bp,NA,NA,NA,NA,NA,NA,
-0.424840607,-0.550315743,AJ0551,sites,NA,NA,NA,NA,NA,NA,
-0.331650263,-0.159971217,AJ1398,sites,NA,NA,NA,NA,NA,NA,
-0.045066352,-0.274608794,AJ1168,sites,NA,NA,NA,NA,NA,NA,
-0.095326801,-0.023362962,AJ2171,sites,NA,NA,NA,NA,NA,NA,
0.860537393,0.836661995,AJ0790,sites,NA,NA,NA,NA,NA,NA,
-1.000802103,-0.441279213,AJ1251,sites,NA,NA,NA,NA,NA,NA,
-0.647510262,-0.343829917,AJ1861,sites,NA,NA,NA,NA,NA,NA,
-0.021499715,-0.183181767,AJ0135,sites,NA,NA,NA,NA,NA,NA,
0.14049975,0.724398835,AJ0136,sites,NA,NA,NA,NA,NA,NA,
2.574272952,-1.916336893,AJ0172,sites,NA,NA,NA,NA,NA,NA,
-0.16329247,-0.423268193,AJ0298,sites,NA,NA,NA,NA,NA,NA,
-0.260599628,-0.456150242,AJ0306,sites,NA,NA,NA,NA,NA,NA,
-0.062293043,-0.326195539,AJ0338,sites,NA,NA,NA,NA,NA,NA,
1.926348239,-1.899541216,AJ0664,sites,NA,NA,NA,NA,NA,NA,
-0.259136749,-0.0825375,AJ0727,sites,NA,NA,NA,NA,NA,NA,
1.493862234,-1.749070035,AJ0761,sites,NA,NA,NA,NA,NA,NA,
0.605198153,1.018648534,AJ0815,sites,NA,NA,NA,NA,NA,NA,
0.260029325,0.047385559,AJ0820,sites,NA,NA,NA,NA,NA,NA,
1.027588322,1.221663844,AJ0840,sites,NA,NA,NA,NA,NA,NA,
0.262839679,0.220485674,AJ0898,sites,NA,NA,NA,NA,NA,NA,
0.190908208,0.333655551,AJ0905,sites,NA,NA,NA,NA,NA,NA,
-0.714232751,-1.071969119,AJ0909,sites,NA,NA,NA,NA,NA,NA,
-0.251112504,0.045225512,AJ0910,sites,NA,NA,NA,NA,NA,NA,
-0.894034894,-0.360277493,AJ0918,sites,NA,NA,NA,NA,NA,NA,
0.218170826,0.087970157,AJ0936,sites,NA,NA,NA,NA,NA,NA,
0.237737248,0.597953376,AJ0965,sites,NA,NA,NA,NA,NA,NA,
-0.085999032,-0.360861415,AJ0966,sites,NA,NA,NA,NA,NA,NA,
1.190713927,-0.368246586,AJ1020,sites,NA,NA,NA,NA,NA,NA,
-0.177919569,-0.080930145,AJ1021,sites,NA,NA,NA,NA,NA,NA,
-0.429613767,-0.182285432,AJ1080,sites,NA,NA,NA,NA,NA,NA,
0.213998632,-0.348896785,AJ1085,sites,NA,NA,NA,NA,NA,NA,
-0.038799706,0.740796276,AJ1108,sites,NA,NA,NA,NA,NA,NA,
-0.324489428,-0.239863386,AJ1173,sites,NA,NA,NA,NA,NA,NA,
-0.220788599,-0.375049977,AJ1176,sites,NA,NA,NA,NA,NA,NA,
-0.277969678,-0.28261368,AJ1182,sites,NA,NA,NA,NA,NA,NA,
-0.205404934,-0.409445499,AJ1207,sites,NA,NA,NA,NA,NA,NA,
-0.0342593,-0.371743727,AJ1223,sites,NA,NA,NA,NA,NA,NA,
-0.450084182,-0.081532049,AJ1254,sites,NA,NA,NA,NA,NA,NA,
-0.309005575,0.272460178,AJ1288,sites,NA,NA,NA,NA,NA,NA,
-0.351664126,0.017750645,AJ1291,sites,NA,NA,NA,NA,NA,NA,
-0.312414812,1.176629519,AJ1318,sites,NA,NA,NA,NA,NA,NA,
-0.289111889,0.852985658,AJ1405,sites,NA,NA,NA,NA,NA,NA,
-0.397886059,-0.217764927,AJ1425,sites,NA,NA,NA,NA,NA,NA,
-0.043223716,-0.166375638,AJ1518,sites,NA,NA,NA,NA,NA,NA,
-0.10172068,-0.08065506,AJ1523,sites,NA,NA,NA,NA,NA,NA,
-0.177905992,-0.267917228,AJ1767,sites,NA,NA,NA,NA,NA,NA,
1.292511367,0.243582549,AJ1768,sites,NA,NA,NA,NA,NA,NA,
-0.550785178,-0.071208992,AJ1805,sites,NA,NA,NA,NA,NA,NA,
-0.307641996,0.269674013,AJ1813,sites,NA,NA,NA,NA,NA,NA,
0.100111273,0.274434026,AJ1823,sites,NA,NA,NA,NA,NA,NA,
-0.41165766,0.399339722,AJ1853,sites,NA,NA,NA,NA,NA,NA,
-0.115466705,0.79357377,AJ1859,sites,NA,NA,NA,NA,NA,NA,
-0.091690556,-0.169942854,AJ1867,sites,NA,NA,NA,NA,NA,NA,
0.03290622,-0.240694717,AJ1980,sites,NA,NA,NA,NA,NA,NA,
1.276020817,-0.878594891,AJ2027,sites,NA,NA,NA,NA,NA,NA,
0.014652334,-0.107198309,AJ2038,sites,NA,NA,NA,NA,NA,NA,
0.616943594,2.004536162,AJ2173,sites,NA,NA,NA,NA,NA,NA,
-0.138049616,-0.395001303,AJ2203,sites,NA,NA,NA,NA,NA,NA,
0.440163871,1.00392584,AJ2331,sites,NA,NA,NA,NA,NA,NA,
0.162366882,0.523232521,AJ2342,sites,NA,NA,NA,NA,NA,NA,
-0.212524311,-0.402028,AJ2352,sites,NA,NA,NA,NA,NA,NA,
-0.814626026,-0.283622879,AJ2422,sites,NA,NA,NA,NA,NA,NA,
-0.352060484,-0.077262885,AJ2578,sites,NA,NA,NA,NA,NA,NA,
-0.287156024,0.138719118,AJ2581,sites,NA,NA,NA,NA,NA,NA,
-0.008871984,-0.285177584,AJ2583,sites,NA,NA,NA,NA,NA,NA,
-0.068596895,-0.391314402,AJ2586,sites,NA,NA,NA,NA,NA,NA,
0.874279141,-0.515073155,AJ2657,sites,NA,NA,NA,NA,NA,NA,
0.062230268,0.040880998,AJ2661,sites,NA,NA,NA,NA,NA,NA,
-0.276807562,-0.442162899,AJ2688,sites,NA,NA,NA,NA,NA,NA,
-0.239907306,0.11471276,AJ2691,sites,NA,NA,NA,NA,NA,NA,
-0.152908007,-0.002796083,AJ2700,sites,NA,NA,NA,NA,NA,NA,
-0.120007602,-0.027509962,AJ2722,sites,NA,NA,NA,NA,NA,NA,
-0.325766329,-0.030109647,AJ1386,sites,NA,NA,NA,NA,NA,NA,
-0.103798105,0.282670754,AJ1445,sites,NA,NA,NA,NA,NA,NA,
-0.03989282,-0.361319945,AJ0299,sites,NA,NA,NA,NA,NA,NA,
0.207444274,-0.112996024,AJ1131,sites,NA,NA,NA,NA,NA,NA,
-0.203359468,0.059763628,AJ2702,sites,NA,NA,NA,NA,NA,NA,
-0.303348827,-0.309624916,AJ2681,sites,NA,NA,NA,NA,NA,NA,
-0.374421175,-0.005522094,AJ1423,sites,NA,NA,NA,NA,NA,NA,
0.398683703,0.903522557,AJ1855,sites,NA,NA,NA,NA,NA,NA,
-0.259631779,0.606211502,AJ1802,sites,NA,NA,NA,NA,NA,NA,
-0.08658425,-0.395629248,AJ0468,sites,NA,NA,NA,NA,NA,NA,
-1.119922104,-1.17154905,AJ0903,sites,NA,NA,NA,NA,NA,NA,
-0.512200366,0.0651914,AJ0145,sites,NA,NA,NA,NA,NA,NA,
-0.361559595,-0.436362416,AJ0356,sites,NA,NA,NA,NA,NA,NA,
-0.221270468,-0.143179798,AJ0365,sites,NA,NA,NA,NA,NA,NA,
-0.297903985,-0.31987637,AJ1190,sites,NA,NA,NA,NA,NA,NA,
-0.073049268,-0.392865661,AJ1849,sites,NA,NA,NA,NA,NA,NA,
-0.082283446,0.025246669,AJ2424,sites,NA,NA,NA,NA,NA,NA,
-0.265038557,0.649100069,AJ2683,sites,NA,NA,NA,NA,NA,NA,
-0.233214438,0.375638578,AJ1826,sites,NA,NA,NA,NA,NA,NA,
