feature_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,clr,W_fig,zero_ind,Kingdom,Phylum,Class,Order,Family,Genus,Species,astro
342666,715,TRUE,TRUE,TRUE,TRUE,-1.724002003,715,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,NEG
171437,14,FALSE,FALSE,FALSE,FALSE,-0.152754044,14,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
171184,Inf,TRUE,TRUE,TRUE,TRUE,0.230348774,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
167646,1,FALSE,FALSE,FALSE,FALSE,0.104203215,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
2676432,6,FALSE,FALSE,FALSE,FALSE,-0.010049758,6,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
225316,Inf,TRUE,TRUE,TRUE,TRUE,0.195447785,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
182643,Inf,TRUE,TRUE,TRUE,TRUE,0.013576212,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
1625448,0,FALSE,FALSE,FALSE,FALSE,-1.089338973,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
1147925,0,FALSE,FALSE,FALSE,FALSE,-0.160186489,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
292299,0,FALSE,FALSE,FALSE,FALSE,-0.051512251,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU147,0,FALSE,FALSE,FALSE,FALSE,-0.678208571,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
582691,0,FALSE,FALSE,FALSE,FALSE,-0.04594698,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
296166,0,FALSE,FALSE,FALSE,FALSE,-0.85393785,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
305441,1,FALSE,FALSE,FALSE,FALSE,0.118537988,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
173103,0,FALSE,FALSE,FALSE,FALSE,-0.272588126,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
329073,0,FALSE,FALSE,FALSE,FALSE,0.144640471,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,
386313,0,FALSE,FALSE,FALSE,FALSE,0.006549104,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
304975,1,FALSE,FALSE,FALSE,FALSE,-0.070792974,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
818777,0,FALSE,FALSE,FALSE,FALSE,-0.020558796,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4482110,Inf,TRUE,TRUE,TRUE,TRUE,0.183144397,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
316228,0,FALSE,FALSE,FALSE,FALSE,-0.74444616,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU129,0,FALSE,FALSE,FALSE,FALSE,-0.128821329,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
338956,Inf,TRUE,TRUE,TRUE,TRUE,0.240065853,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
331199,0,FALSE,FALSE,FALSE,FALSE,0.075595478,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU329,Inf,TRUE,TRUE,TRUE,TRUE,0.278822326,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU277,0,FALSE,FALSE,FALSE,FALSE,-0.085798101,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU95520,0,FALSE,FALSE,FALSE,FALSE,-0.238422578,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
4352318,0,FALSE,FALSE,FALSE,FALSE,-0.426981896,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU56949,0,FALSE,FALSE,FALSE,FALSE,-0.163644451,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA,
4357657,0,FALSE,FALSE,FALSE,FALSE,-0.048622997,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.ReferenceOTU31,0,FALSE,FALSE,FALSE,FALSE,-0.192156492,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
294254,0,FALSE,FALSE,FALSE,FALSE,0.482486054,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,
335256,1,FALSE,FALSE,FALSE,FALSE,0.135377319,1,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,
New.CleanUp.ReferenceOTU497,0,FALSE,FALSE,FALSE,FALSE,0.098595613,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,
New.ReferenceOTU249,0,FALSE,FALSE,FALSE,FALSE,-0.751610759,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,
716006,0,FALSE,FALSE,FALSE,FALSE,-0.010692727,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,
173333,1,FALSE,FALSE,FALSE,FALSE,-0.040232223,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,sciuri,
809991,0,FALSE,FALSE,FALSE,FALSE,-0.066193355,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,NA,
70830,0,FALSE,FALSE,FALSE,FALSE,-0.380714198,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,sciuri,
1084906,1,FALSE,FALSE,FALSE,FALSE,0.095294718,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1068082,0,FALSE,FALSE,FALSE,FALSE,-0.157622169,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1075891,0,FALSE,FALSE,FALSE,FALSE,-0.047549881,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1076316,0,FALSE,FALSE,FALSE,FALSE,-0.080615471,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1103964,0,FALSE,FALSE,FALSE,FALSE,-0.130011713,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
503354,0,FALSE,FALSE,FALSE,FALSE,-0.050495865,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1073436,0,FALSE,FALSE,FALSE,FALSE,0.038485814,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1084865,1,FALSE,FALSE,FALSE,FALSE,0.263081419,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,
428705,0,FALSE,FALSE,FALSE,FALSE,-0.197046906,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
158047,0,FALSE,FALSE,FALSE,FALSE,-0.253884551,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
380713,0,FALSE,FALSE,FALSE,FALSE,-0.453337609,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
979261,1,FALSE,FALSE,FALSE,FALSE,-0.161940914,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
730049,0,FALSE,FALSE,FALSE,FALSE,0.021582399,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
164413,1,FALSE,FALSE,FALSE,FALSE,-0.257396742,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,sciuri,
New.CleanUp.ReferenceOTU55481,1,FALSE,FALSE,FALSE,FALSE,0.048555755,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,succinus,
816470,0,FALSE,FALSE,FALSE,FALSE,-0.164087344,0,No,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,
810399,0,FALSE,FALSE,FALSE,FALSE,0.080481413,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,
1111582,0,FALSE,FALSE,FALSE,FALSE,-0.15698514,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,
564704,0,FALSE,FALSE,FALSE,FALSE,0.225963516,0,No,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,NA,NA,
New.ReferenceOTU30,1,FALSE,FALSE,FALSE,FALSE,-0.202771138,1,No,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,
1101451,0,FALSE,FALSE,FALSE,FALSE,-0.107236765,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,NA,
929901,0,FALSE,FALSE,FALSE,FALSE,0.120772672,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,NA,
463861,0,FALSE,FALSE,FALSE,FALSE,-0.186041994,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,NA,
581042,0,FALSE,FALSE,FALSE,FALSE,-0.022732728,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,NA,
271644,0,FALSE,FALSE,FALSE,FALSE,-0.084090442,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,rhizophila,
298368,0,FALSE,FALSE,FALSE,FALSE,-0.263754098,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,rhizophila,
1002005,0,FALSE,FALSE,FALSE,FALSE,0.224650972,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,NA,NA,
711526,0,FALSE,FALSE,FALSE,FALSE,-0.106575378,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,NA,NA,
567669,1,FALSE,FALSE,FALSE,FALSE,-0.353696183,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,palustris,
804735,0,FALSE,FALSE,FALSE,FALSE,-0.533908259,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,NA,
190663,2,FALSE,FALSE,FALSE,FALSE,-0.142287846,2,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,NA,NA,
1106471,0,FALSE,FALSE,FALSE,FALSE,-0.056646519,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
1033426,3,FALSE,FALSE,FALSE,FALSE,-0.023425779,3,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,NA,
651004,1,FALSE,FALSE,FALSE,FALSE,-0.202435133,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
1098866,0,FALSE,FALSE,FALSE,FALSE,0.061409616,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
324217,1,FALSE,FALSE,FALSE,FALSE,-0.155794601,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,NA,
549557,19,FALSE,FALSE,FALSE,FALSE,0.09993987,19,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
996116,0,FALSE,FALSE,FALSE,FALSE,0.177796754,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
158804,0,FALSE,FALSE,FALSE,FALSE,-0.004717471,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,NA,NA,
4411088,1,FALSE,FALSE,FALSE,FALSE,-0.078048461,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,NA,
193867,0,FALSE,FALSE,FALSE,FALSE,-0.276565138,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,NA,
1062748,1,FALSE,FALSE,FALSE,FALSE,-0.038419837,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,NA,
546972,2,FALSE,FALSE,FALSE,FALSE,-0.1090406,2,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,NA,
578701,0,FALSE,FALSE,FALSE,FALSE,0.132133458,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,ruber,
544480,1,FALSE,FALSE,FALSE,FALSE,0.332651238,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA,
947112,0,FALSE,FALSE,FALSE,FALSE,-0.253485409,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA,
1011712,0,FALSE,FALSE,FALSE,FALSE,-0.216143374,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA,
239824,0,FALSE,FALSE,FALSE,FALSE,-0.093955791,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,NA,
1049277,Inf,TRUE,TRUE,TRUE,TRUE,0.115654437,718,Yes,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,NA,
617145,0,FALSE,FALSE,FALSE,FALSE,0.197739833,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dietziaceae,NA,NA,
918840,0,FALSE,FALSE,FALSE,FALSE,0.009093134,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,NA,
1048194,0,FALSE,FALSE,FALSE,FALSE,0.168417278,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,NA,
501584,0,FALSE,FALSE,FALSE,FALSE,-0.311532218,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,NA,
114587,0,FALSE,FALSE,FALSE,FALSE,-0.056622132,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,NA,
993474,0,FALSE,FALSE,FALSE,FALSE,-0.023755246,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,NA,
1082846,1,FALSE,FALSE,FALSE,FALSE,-0.251747944,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,NA,
972343,Inf,TRUE,TRUE,TRUE,TRUE,0.078138608,718,Yes,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,NA,NA,
907246,0,FALSE,FALSE,FALSE,FALSE,0.129334012,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,NA,NA,
865748,0,FALSE,FALSE,FALSE,FALSE,0.140013173,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,NA,NA,
240553,0,FALSE,FALSE,FALSE,FALSE,-0.006403926,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,NA,NA,
774718,0,FALSE,FALSE,FALSE,FALSE,0.14460808,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,NA,
265094,0,FALSE,FALSE,FALSE,FALSE,-0.240278568,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,NA,NA,
566454,0,FALSE,FALSE,FALSE,FALSE,-0.116171321,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,NA,
1084157,1,FALSE,FALSE,FALSE,FALSE,0.124028417,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,NA,NA,
4383052,1,FALSE,FALSE,FALSE,FALSE,0.549059945,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
New.CleanUp.ReferenceOTU529,41,FALSE,FALSE,FALSE,FALSE,-0.089429782,41,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
New.ReferenceOTU321,1,FALSE,FALSE,FALSE,FALSE,-0.094370617,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
1108638,1,FALSE,FALSE,FALSE,FALSE,0.116854649,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
23149,1,FALSE,FALSE,FALSE,FALSE,-0.238623519,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
New.ReferenceOTU457,0,FALSE,FALSE,FALSE,FALSE,-0.118455713,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
1066410,0,FALSE,FALSE,FALSE,FALSE,-0.081951137,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
New.ReferenceOTU155,1,FALSE,FALSE,FALSE,FALSE,-0.010698333,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA,
995960,0,FALSE,FALSE,FALSE,FALSE,-0.242040786,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,NA,
903158,0,FALSE,FALSE,FALSE,FALSE,-0.160778204,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,NA,
845939,0,FALSE,FALSE,FALSE,FALSE,-0.237247636,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,NA,
882018,0,FALSE,FALSE,FALSE,FALSE,0.079732727,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,conglomeratum,
1108350,0,FALSE,FALSE,FALSE,FALSE,0.000671436,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,NA,
948180,1,FALSE,FALSE,FALSE,FALSE,-0.104542304,1,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,NA,NA,
1051744,0,FALSE,FALSE,FALSE,FALSE,0.153004542,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,NA,NA,
807035,0,FALSE,FALSE,FALSE,FALSE,-0.133837384,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,NA,
1074625,0,FALSE,FALSE,FALSE,FALSE,-0.266535458,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,NA,NA,
883057,0,FALSE,FALSE,FALSE,FALSE,-0.244955186,0,No,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Actinotalea,NA,
New.CleanUp.ReferenceOTU104651,0,FALSE,FALSE,FALSE,FALSE,-0.025600019,0,No,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA,
New.CleanUp.ReferenceOTU131223,Inf,TRUE,TRUE,TRUE,TRUE,0.168388915,718,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU69237,1,FALSE,FALSE,FALSE,FALSE,-0.017869108,1,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,NA,
New.CleanUp.ReferenceOTU21757,0,FALSE,FALSE,FALSE,FALSE,0.036722115,0,No,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale,
992510,0,FALSE,FALSE,FALSE,FALSE,-0.432150551,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,
1052559,Inf,TRUE,TRUE,TRUE,TRUE,0.07941802,718,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,
1108960,0,FALSE,FALSE,FALSE,FALSE,-0.076801196,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,
New.CleanUp.ReferenceOTU85853,0,FALSE,FALSE,FALSE,FALSE,-0.136817848,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,
581763,0,FALSE,FALSE,FALSE,FALSE,0.17343029,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,
808758,0,FALSE,FALSE,FALSE,FALSE,0.211586413,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA,
620684,3,FALSE,FALSE,FALSE,FALSE,-0.100964668,3,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,NA,
New.ReferenceOTU219,96,FALSE,FALSE,FALSE,FALSE,0.056133882,96,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,NA,
849118,2,FALSE,FALSE,FALSE,FALSE,0.060449748,2,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,NA,
574121,Inf,TRUE,TRUE,TRUE,TRUE,0.12812646,718,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA,
829523,0,FALSE,FALSE,FALSE,FALSE,-0.203524942,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,NA,NA,
572586,0,FALSE,FALSE,FALSE,FALSE,0.254682368,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA,
1007180,0,FALSE,FALSE,FALSE,FALSE,0.097920869,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,organophilum,
New.ReferenceOTU132,0,FALSE,FALSE,FALSE,FALSE,-0.109142081,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA,
285497,1,FALSE,FALSE,FALSE,FALSE,0.369168344,1,No,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,
112779,Inf,TRUE,TRUE,TRUE,TRUE,-0.027704098,718,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA,
1025949,21,FALSE,FALSE,FALSE,FALSE,-0.087285121,21,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,NA,NA,
963154,1,FALSE,FALSE,FALSE,FALSE,-0.035749451,1,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,NA,NA,
610753,15,FALSE,FALSE,FALSE,FALSE,-0.140134436,15,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,NA,
934235,1,FALSE,FALSE,FALSE,FALSE,0.026100072,1,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,NA,
538998,0,FALSE,FALSE,FALSE,FALSE,0.025780546,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,NA,
157514,0,FALSE,FALSE,FALSE,FALSE,-0.132185782,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA,
814145,0,FALSE,FALSE,FALSE,FALSE,-0.086311046,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA,
New.CleanUp.ReferenceOTU39614,0,FALSE,FALSE,FALSE,FALSE,0.073255376,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA,
580625,0,FALSE,FALSE,FALSE,FALSE,-0.234881128,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA,
1105814,1,FALSE,FALSE,FALSE,FALSE,-0.06895033,1,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA,
572097,Inf,TRUE,TRUE,TRUE,TRUE,0.243588134,718,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,NA,
332042,2,FALSE,FALSE,FALSE,FALSE,0.024728031,2,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,NA,
541612,0,FALSE,FALSE,FALSE,FALSE,-1.74E-05,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,NA,
557145,0,FALSE,FALSE,FALSE,FALSE,0.045276163,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,NA,NA,
963779,0,FALSE,FALSE,FALSE,FALSE,0.003104306,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,NA,
817783,0,FALSE,FALSE,FALSE,FALSE,-0.446541298,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,NA,NA,
383023,1,FALSE,FALSE,FALSE,FALSE,0.156349053,1,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,NA,
548253,0,FALSE,FALSE,FALSE,FALSE,-0.243705167,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,NA,NA,
521073,0,FALSE,FALSE,FALSE,FALSE,-0.047425949,0,No,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,NA,
